file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes,musiq_score,dup_photo,dup_target,cosine_sim,img_caption,img_intro_paragraph,img_album_uri,img_ext_descr,img_title
1000,,2024-08_colorado_trip_prelim_map.jpg,196737,0,0,0,0,1969:12:31 16:00:00,0,na,na,0, ,tbd,4,,5.360,,F,-1,,,,,
1001,/2024-08-08,PXL_20240808_212623286.jpg,6037036,39.340994,-120.340053,4080,3072,2024:08:08 14:26:23,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.631,,F,-1,,,,,
1002,/2024-08-09,PXL_20240809_160209883.jpg,4603407,40.830878,-117.974908,4080,3072,2024:08:09 09:02:09,0232,Google,Pixel 8 Pro,1, ,reject,0,,4.688,,F,-1,,,,,
1003,/2024-08-09,PXL_20240809_220319332.jpg,2751659,42.556706,-114.470836,3072,4080,2024:08:09 15:03:19,0232,Google,Pixel 8 Pro,1, ,reject,0,,4.129,,F,-1,,,,,
1004,/2024-08-09,PXL_20240809_221001602.jpg,2928139,42.556761,-114.470817,4080,3072,2024:08:09 15:10:01,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.646,2024-08-09/PXL_20240809_221112258.PORTRAIT.jpg,F,0.885829,,,,,
1005,/2024-08-09,PXL_20240809_221041330.PORTRAIT.jpg,5098061,42.556769,-114.470842,4080,3072,2024:08:09 15:10:41,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.826,2024-08-09/PXL_20240809_221112258.PORTRAIT.jpg,F,0.910147,,,,,
1006,/2024-08-09,PXL_20240809_221112258.PORTRAIT.jpg,5326118,42.556769,-114.470792,4080,3072,2024:08:09 15:11:12,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.901,,T,-1,,,,,
1007,/2024-08-09,PXL_20240809_230021563.jpg,3551994,42.556808,-114.470758,3072,4080,2024:08:09 16:00:21,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.186,,F,-1,,,,,
1008,/2024-08-09,PXL_20240809_234645965.jpg,3806705,42.660086,-114.444919,4080,3072,2024:08:09 17:46:45,0232,Google,Pixel 8 Pro,1, ,reject,0,,4.389,,F,-1,,,,,
1009,/2024-08-10,PXL_20240810_145730453.jpg,4892234,42.649172,-114.443178,4080,3072,2024:08:10 08:57:30,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.187,,F,-1,,,,,
1010,/2024-08-10,PXL_20240810_150646642.jpg,4427541,42.602594,-114.453444,4080,3072,2024:08:10 09:06:46,0232,Google,Pixel 8 Pro,1, ,ok,3,,5.005,,F,-1,,,,,
1011,/2024-08-10,PXL_20240810_150654698.jpg,3817634,42.602594,-114.453444,4080,3072,2024:08:10 09:06:54,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.790,,T,-1,,,,,
1012,/2024-08-10,PXL_20240810_150712320.jpg,3507296,42.602428,-114.453381,4080,3072,2024:08:10 09:07:12,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.460,2024-08-10/PXL_20240810_150654698.jpg,F,0.873507,,,,,
1013,/2024-08-10,PXL_20240810_150826420.jpg,3522715,42.602578,-114.453175,4080,3072,2024:08:10 09:08:26,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.769,2024-08-10/PXL_20240810_151348049.jpg,F,0.935694,,,,,
1014,/2024-08-10,PXL_20240810_150832038.jpg,4862422,42.602578,-114.453175,4080,3072,2024:08:10 09:08:32,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.710,2024-08-10/PXL_20240810_151348049.jpg,F,0.890821,,,,,
1015,/2024-08-10,PXL_20240810_150835632.jpg,4682736,42.602578,-114.453175,4080,3072,2024:08:10 09:08:35,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.677,2024-08-10/PXL_20240810_151348049.jpg,F,0.855845,,,,,
1016,/2024-08-10,PXL_20240810_150929079.jpg,4153728,42.602183,-114.453289,4080,3072,2024:08:10 09:09:29,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.784,2024-08-10/PXL_20240810_151020761.jpg,F,0.872658,,,,,
1017,/2024-08-10,PXL_20240810_150934785.jpg,3735543,42.602183,-114.453289,4080,3072,2024:08:10 09:09:34,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.900,2024-08-10/PXL_20240810_151020761.jpg,F,0.851981,,,,,
1018,/2024-08-10,PXL_20240810_151008427.jpg,3821900,42.601911,-114.453378,4080,3072,2024:08:10 09:10:08,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.779,2024-08-10/PXL_20240810_151020761.jpg,F,0.876174,,,,,
1019,/2024-08-10,PXL_20240810_151013427.jpg,3819729,42.601911,-114.453378,4080,3072,2024:08:10 09:10:13,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.890,2024-08-10/PXL_20240810_151020761.jpg,F,0.875500,,,,,
1020,/2024-08-10,PXL_20240810_151020761.jpg,4109357,42.601911,-114.453378,3072,4080,2024:08:10 09:10:20,0232,Google,Pixel 8 Pro,1, ,ok,3,,5.029,,T,-1,,,,,
1021,/2024-08-10,PXL_20240810_151024261.jpg,3464487,42.601911,-114.453378,3072,4080,2024:08:10 09:10:24,0232,Google,Pixel 8 Pro,1, ,dup,2,,5.001,2024-08-10/PXL_20240810_151020761.jpg,F,0.882537,,,,,
1022,/2024-08-10,PXL_20240810_151031561.jpg,4538523,42.601911,-114.453378,4080,3072,2024:08:10 09:10:31,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.833,2024-08-10/PXL_20240810_151020761.jpg,F,0.877337,,,,,
1023,/2024-08-10,PXL_20240810_151034361.jpg,4379910,42.601911,-114.453378,4080,3072,2024:08:10 09:10:34,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.409,,F,-1,,,,,
