file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes,musiq_score,dup_photo,dup_target,cosine_sim,img_caption,img_intro_paragraph,img_album_uri,img_ext_descr,img_title
1000,/2025-01-01,PXL_20250101_094813171.jpg,3513601,1.289406,103.863322,3072,4080,2025:01:01 17:48:13,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.025,2025-01-01/PXL_20250101_095155929.jpg,F,0.801066,,,,,
1001,/2025-01-01,PXL_20250101_095121888.jpg,2822170,1.289619,103.863625,3072,4080,2025:01:01 17:51:21,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.903,,T,-1,,,,,
1002,/2025-01-01,PXL_20250101_095126799.jpg,2680763,1.289619,103.863625,3072,4080,2025:01:01 17:51:26,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.838,2025-01-01/PXL_20250101_095121888.jpg,F,0.861118,,,,,
1003,/2025-01-01,PXL_20250101_095131598.jpg,3511086,1.289619,103.863625,4080,3072,2025:01:01 17:51:31,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.641,2025-01-01/PXL_20250101_095121888.jpg,F,0.925169,,,,,
1004,/2025-01-01,PXL_20250101_095155929.jpg,2736311,1.289619,103.863625,3072,4080,2025:01:01 17:51:55,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.544,,T,-1,,,,,
1005,/2025-01-01,PXL_20250101_101019675.jpg,2726775,1.289531,103.860714,3072,4080,2025:01:01 18:10:19,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.101,,F,-1,,,,,
1006,/2025-01-01,PXL_20250101_101640005.jpg,2386808,1.286897,103.854422,3072,4080,2025:01:01 18:16:40,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.180,2025-01-01/PXL_20250101_101745661.jpg,F,0.839932,,,,,
1007,/2025-01-01,PXL_20250101_101707955.PANO.jpg,4229921,1.286897,103.854422,8596,1596,2025:01:01 18:17:18,0,Google,Pixel 8 Pro,0, ,tbd,4,,4.728,,F,-1,,,,,
1008,/2025-01-01,PXL_20250101_101735669.jpg,2376264,1.286897,103.854422,4080,3072,2025:01:01 18:17:35,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.197,2025-01-01/PXL_20250101_101745661.jpg,F,0.910361,,,,,
1009,/2025-01-01,PXL_20250101_101745661.jpg,2424145,1.286897,103.854422,4080,3072,2025:01:01 18:17:45,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.325,,T,-1,,,,,
1010,/2025-01-01,PXL_20250101_101807505.jpg,1957858,1.286897,103.854422,3072,4080,2025:01:01 18:18:07,0232,Google,Pixel 8 Pro,1, ,tbd,4,,4.854,,F,-1,,,,,
1011,/2025-01-01,PXL_20250101_101833684.jpg,2606976,1.286897,103.854422,4080,3072,2025:01:01 18:18:33,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.118,2025-01-01/PXL_20250101_101745661.jpg,F,0.915573,,,,,
1012,/2025-01-01,PXL_20250101_101842794.jpg,2606392,1.286897,103.854422,4080,3072,2025:01:01 18:18:42,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.159,2025-01-01/PXL_20250101_101745661.jpg,F,0.915254,,,,,
1013,/2025-01-01,PXL_20250101_102217626.jpg,3352505,1.287,103.854456,4080,3072,2025:01:01 18:22:17,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.072,,F,-1,,,,,
1014,/2025-01-01,PXL_20250101_102230514.jpg,2402060,1.287,103.854456,4080,3072,2025:01:01 18:22:30,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.188,,F,-1,,,,,
1015,/2025-01-01,PXL_20250101_102505487.jpg,3270595,1.286853,103.854058,4080,3072,2025:01:01 18:25:05,0232,Google,Pixel 8 Pro,1, ,tbd,4,,4.990,,T,-1,,,,,
1016,/2025-01-01,PXL_20250101_102509474.jpg,3552297,1.286853,103.854058,4080,3072,2025:01:01 18:25:09,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.976,,F,-1,,,,,
1017,/2025-01-01,PXL_20250101_105308395.jpg,4339379,1.290033,103.84615,4080,3072,2025:01:01 18:53:08,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.348,2025-01-01/PXL_20250101_105310780.jpg,F,0.884253,,,,,
1018,/2025-01-01,PXL_20250101_105310780.jpg,4150364,1.290033,103.84615,4080,3072,2025:01:01 18:53:10,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.418,,T,-1,,,,,
1019,/2025-01-01,PXL_20250101_105314335.jpg,3742875,1.290033,103.84615,3072,4080,2025:01:01 18:53:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.098,2025-01-01/PXL_20250101_105310780.jpg,F,0.899634,,,,,
1020,/2025-01-01,PXL_20250101_105316525.jpg,3836587,1.290033,103.84615,3072,4080,2025:01:01 18:53:16,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.021,2025-01-01/PXL_20250101_105310780.jpg,F,0.899031,,,,,
1021,/2025-01-01,PXL_20250101_105824573.jpg,3013344,1.289828,103.8461,4080,3072,2025:01:01 18:58:24,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.591,,F,-1,,,,,
1022,/2025-01-01,PXL_20250101_105834539.jpg,2348908,1.289828,103.8461,4080,3072,2025:01:01 18:58:34,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.083,,F,-1,,,,,
1023,/2025-01-01,PXL_20250101_105846684.jpg,3277659,1.289828,103.8461,4080,3072,2025:01:01 18:58:46,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.512,,F,-1,,,,,
1024,/2025-01-01,PXL_20250101_105859378.jpg,1841776,1.289828,103.8461,3072,4080,2025:01:01 18:58:59,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.444,,T,-1,,,,,
1025,/2025-01-01,PXL_20250101_105900118.jpg,1933071,1.289828,103.8461,3072,4080,2025:01:01 18:59:00,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.394,2025-01-01/PXL_20250101_105859378.jpg,F,0.907025,,,,,
1026,/2025-01-01,PXL_20250101_110050797.jpg,3747212,1.289678,103.846175,3072,4080,2025:01:01 19:00:50,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.712,2025-01-01/PXL_20250101_110059191.jpg,F,0.834545,,,,,
1027,/2025-01-01,PXL_20250101_110055703.jpg,3463060,1.289678,103.846175,3072,4080,2025:01:01 19:00:55,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.674,2025-01-01/PXL_20250101_110059191.jpg,F,0.910580,,,,,
1028,/2025-01-01,PXL_20250101_110059191.jpg,3892744,1.289678,103.846175,4080,3072,2025:01:01 19:00:59,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.911,,T,-1,,,,,
1029,/2025-01-01,PXL_20250101_110114311.jpg,4452477,1.289678,103.846175,4080,3072,2025:01:01 19:01:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.798,2025-01-01/PXL_20250101_110059191.jpg,F,0.846942,,,,,
1030,/2025-01-01,PXL_20250101_110311843.jpg,4124270,1.289078,103.849208,4080,3072,2025:01:01 19:03:11,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.189,,F,-1,,,,,
1031,/2025-01-01,PXL_20250101_110414972.jpg,3713021,1.289078,103.849208,4080,3072,2025:01:01 19:04:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.266,2025-01-01/PXL_20250101_111414082.jpg,F,0.810362,,,,,
1032,/2025-01-01,PXL_20250101_110428201.jpg,3173131,1.289078,103.849208,4080,3072,2025:01:01 19:04:28,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.092,2025-01-01/PXL_20250101_112333146.jpg,F,0.801885,,,,,
1033,/2025-01-01,PXL_20250101_110435491.jpg,2767996,1.289078,103.849208,4080,3072,2025:01:01 19:04:35,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.446,2025-01-01/PXL_20250101_110528499.jpg,F,0.804823,,,,,
